transaction_id,account_id,customer_id,timestamp,channel,mcc,business_type,country,txn_country,device_id,amount,hour,dayofweek,is_weekend,is_fraud,fraud_type
T408536,A200328,C100123,2025-01-10 05:16:40,ACH,5411-Grocery,Services,CA,CA,D300401,418.44,5,4,0,0,
T410114,A200186,C100388,2025-01-10 05:21:43,RTP,4814-Telecom,Restaurant,IN,IN,D300223,871.56,5,4,0,0,
T400693,A200697,C100123,2025-01-10 05:32:52,EFT,4899-Utilities,Services,CA,CA,D300219,307.07,5,4,0,0,
T405795,A200646,C100329,2025-01-10 05:56:05,Interac,4111-Transport,Restaurant,DE,DE,D300554,115.71,5,4,0,0,
T407914,A200491,C100345,2025-01-10 05:56:10,Card,4111-Transport,SaaS,US,US,D300318,83.65,5,4,0,0,
T409023,A200241,C100133,2025-01-10 06:19:56,EFT,5995-Pets,Services,PH,PH,D300585,540.19,6,4,0,0,
T408777,A200459,C100029,2025-01-10 06:20:11,Interac,5942-Books,Retail,PH,PH,D300631,134.26,6,4,0,0,
T407368,A200345,C100293,2025-01-10 06:34:10,EFT,4814-Telecom,Wholesale,ES,PH,D300581,2227.38,6,4,0,0,
T404982,A200495,C100179,2025-01-10 06:36:04,EFT,5732-Electronics,Services,CA,CA,D300202,101.14,6,4,0,0,
T408497,A200429,C100431,2025-01-10 07:13:03,ACH,4814-Telecom,Contractor,US,US,D300443,2509.58,7,4,0,0,
T408480,A200499,C100435,2025-01-10 07:13:50,Wire,5942-Books,Non-profit,MX,IN,D300192,2657.91,7,4,0,0,
T404374,A200264,C100482,2025-01-10 07:44:00,ACH,4111-Transport,Non-profit,PK,PK,D300109,179.35,7,4,0,0,
T401656,A200589,C100105,2025-01-10 07:45:42,Interac,4111-Transport,Services,CA,CA,D300591,471.68,7,4,0,0,
T411771,A200369,C100239,2025-01-10 08:08:53,Wire,5999-MiscRetail,Restaurant,GB,GB,D300156,1011.69,8,4,0,0,
T411259,A200665,C100423,2025-01-10 08:42:03,Interac,5812-Restaurants,Services,DE,DE,D300105,695.32,8,4,0,0,
T400914,A200646,C100329,2025-01-10 08:47:53,Card,5732-Electronics,Restaurant,DE,DE,D300738,39.09,8,4,0,0,
T404529,A200535,C100240,2025-01-10 09:12:07,Wire,4899-Utilities,Non-profit,PK,ES,D300386,504.3,9,4,0,0,
T406973,A200353,C100267,2025-01-10 09:23:10,Interac,5411-Grocery,E-commerce,US,US,D300031,71.34,9,4,0,0,
T401909,A200169,C100417,2025-01-10 10:18:16,Card,5732-Electronics,Services,FR,FR,D300213,660.32,10,4,0,0,
T405338,A200321,C100444,2025-01-10 10:43:27,Card,5812-Restaurants,Non-profit,IN,IN,D300301,1.0,10,4,0,0,
T407954,A200528,C100215,2025-01-10 11:49:11,Card,5995-Pets,Services,ES,ES,D300046,692.63,11,4,0,0,
T406453,A200211,C100404,2025-01-10 12:02:43,Interac,5995-Pets,Retail,ES,ES,D300678,30.29,12,4,0,0,
T408462,A200148,C100300,2025-01-10 12:23:12,Card,4814-Telecom,Retail,NG,NG,D300120,17.02,12,4,0,0,
T402340,A200582,C100294,2025-01-10 13:03:59,ACH,5812-Restaurants,Services,MX,MX,D300374,191.61,13,4,0,0,
T406215,A200022,C100125,2025-01-10 13:22:04,ACH,4111-Transport,Services,PH,PH,D300439,678.79,13,4,0,0,
T408371,A200325,C100458,2025-01-10 13:57:37,Wire,7399-BusinessServices,Contractor,CA,CA,D300588,1029.92,13,4,0,0,
T401388,A200134,C100335,2025-01-10 14:32:12,EFT,4814-Telecom,E-commerce,GB,GB,D300098,187.47,14,4,0,0,
T405209,A200111,C100244,2025-01-10 15:03:09,EFT,7399-BusinessServices,Restaurant,PH,PH,D300711,53.55,15,4,0,0,
T406463,A200109,C100183,2025-01-10 15:06:01,EFT,7399-BusinessServices,Non-profit,PH,PH,D300272,158.78,15,4,0,0,
T408232,A200210,C100000,2025-01-10 15:52:05,Interac,4814-Telecom,Non-profit,CA,FR,D300267,270.78,15,4,0,0,
T407870,A200225,C100481,2025-01-10 16:23:26,ACH,5942-Books,Retail,CA,CA,D300355,31.61,16,4,0,0,
T402052,A200147,C100029,2025-01-10 16:26:04,Wire,7399-BusinessServices,Retail,PH,PH,D300737,5274.9,16,4,0,0,
T405190,A200267,C100418,2025-01-10 16:37:12,ACH,5995-Pets,Contractor,CA,CA,D300140,2077.82,16,4,0,0,
T409211,A200171,C100488,2025-01-10 17:11:58,EFT,5995-Pets,SaaS,GB,GB,D300646,164.1,17,4,0,0,
T406594,A200606,C100441,2025-01-10 17:57:43,ACH,5732-Electronics,Services,NG,NG,D300642,133.41,17,4,0,0,
T405544,A200311,C100080,2025-01-10 17:59:05,Card,5999-MiscRetail,Services,DE,DE,D300074,291.03,17,4,0,0,
T409890,A200568,C100422,2025-01-10 18:10:09,Interac,5411-Grocery,E-commerce,NG,CN,D300284,131.33,18,4,0,0,
T402347,A200244,C100086,2025-01-10 18:31:55,Card,4111-Transport,SaaS,CN,CN,D300096,66.71,18,4,0,0,
T406752,A200370,C100073,2025-01-10 19:07:23,Card,5814-FastFood,Services,DE,DE,D300578,50.89,19,4,0,0,
T400737,A200276,C100424,2025-01-10 21:19:08,ACH,5814-FastFood,Contractor,MX,MX,D300634,1.0,21,4,0,0,
T407084,A200313,C100112,2025-01-10 22:48:35,ACH,4899-Utilities,E-commerce,CA,CA,D300350,96.88,22,4,0,0,
T402131,A200189,C100261,2025-01-10 22:52:33,EFT,5999-MiscRetail,Restaurant,PK,PK,D300026,51.17,22,4,0,0,
T402498,A200102,C100225,2025-01-10 23:11:21,EFT,5999-MiscRetail,Retail,CA,CA,D300049,69.19,23,4,0,0,
T411334,A200010,C100258,2025-01-10 23:36:25,Interac,5995-Pets,Restaurant,IN,IN,D300113,50.6,23,4,0,0,
T407024,A200192,C100363,2025-01-11 00:55:29,Card,7399-BusinessServices,Retail,PK,PK,D300378,117.18,0,5,1,0,
T400205,A200131,C100468,2025-01-11 01:12:21,EFT,5999-MiscRetail,Non-profit,NG,NG,D300022,12.86,1,5,1,0,
T404439,A200614,C100296,2025-01-11 02:28:40,EFT,5999-MiscRetail,Restaurant,CN,CN,D300627,40.0,2,5,1,0,
T405779,A200019,C100333,2025-01-11 03:20:20,Card,5995-Pets,E-commerce,FR,FR,D300078,88.07,3,5,1,0,
T410695,A200070,C100058,2025-01-11 03:44:13,EFT,5995-Pets,Retail,NG,NG,D300188,101.22,3,5,1,0,
T407785,A200254,C100400,2025-01-11 03:44:23,Card,4899-Utilities,Contractor,GB,GB,D300083,501.25,3,5,1,0,
T406980,A200040,C100063,2025-01-11 04:13:22,Card,5814-FastFood,Services,CN,CN,D300185,679.64,4,5,1,0,
T407882,A200183,C100464,2025-01-11 04:38:50,Interac,5995-Pets,Contractor,ES,ES,D300054,1.0,4,5,1,0,
T400680,A200093,C100103,2025-01-11 04:53:32,ACH,5732-Electronics,E-commerce,IN,IN,D300729,58.38,4,5,1,0,
T410913,A200226,C100422,2025-01-11 05:07:09,Card,5411-Grocery,E-commerce,NG,NG,D300730,201.02,5,5,1,0,
T408632,A200400,C100332,2025-01-11 05:15:20,ACH,5732-Electronics,Contractor,US,US,D300365,288.96,5,5,1,0,
T403835,A200648,C100374,2025-01-11 05:18:42,ACH,4111-Transport,SaaS,IN,IN,D300454,430.15,5,5,1,0,
T411926,A200669,C100085,2025-01-11 05:52:23,Card,4814-Telecom,Wholesale,DE,US,D300025,3149.36,5,5,1,0,
T410217,A200200,C100098,2025-01-11 05:54:18,Card,5814-FastFood,SaaS,GB,GB,D300598,1.0,5,5,1,0,
T404855,A200379,C100042,2025-01-11 06:41:17,ACH,7399-BusinessServices,Retail,MX,MX,D300186,119.56,6,5,1,0,
T401457,A200088,C100183,2025-01-11 06:47:06,Card,5995-Pets,Non-profit,PH,PH,D300272,1.0,6,5,1,0,
T407136,A200679,C100228,2025-01-11 07:14:20,Card,7399-BusinessServices,E-commerce,CA,CA,D300318,235.12,7,5,1,0,
T402396,A200488,C100377,2025-01-11 09:20:25,RTP,5995-Pets,Restaurant,IN,IN,D300075,1915.49,9,5,1,0,
T408127,A200532,C100356,2025-01-11 09:39:24,EFT,5411-Grocery,Wholesale,US,US,D300226,2315.9,9,5,1,0,
T408780,A200275,C100457,2025-01-11 10:09:41,Card,5814-FastFood,Non-profit,CA,CA,D300712,260.97,10,5,1,0,
T400194,A200118,C100133,2025-01-11 10:24:44,Interac,5812-Restaurants,Services,PH,PH,D300072,265.2,10,5,1,0,
T410340,A200052,C100289,2025-01-11 10:44:31,ACH,7399-BusinessServices,E-commerce,NG,NG,D300208,206.48,10,5,1,0,
T408711,A200095,C100205,2025-01-11 10:58:31,Card,5999-MiscRetail,E-commerce,FR,FR,D300305,158.71,10,5,1,0,
T405314,A200050,C100421,2025-01-11 11:18:37,Card,5995-Pets,E-commerce,CN,CN,D300293,204.64,11,5,1,0,
T408264,A200514,C100066,2025-01-11 11:25:02,Card,5411-Grocery,Restaurant,IN,IN,D300559,25.67,11,5,1,0,
T400875,A200325,C100458,2025-01-11 11:51:24,Card,5999-MiscRetail,Contractor,CA,CA,D300774,193.86,11,5,1,0,
T409134,A200267,C100418,2025-01-11 12:53:37,ACH,4111-Transport,Contractor,CA,CA,D300140,768.28,12,5,1,0,
T407130,A200448,C100423,2025-01-11 13:15:16,RTP,5995-Pets,Services,DE,DE,D300675,2045.95,13,5,1,0,
T405717,A200693,C100373,2025-01-11 13:51:36,ACH,4899-Utilities,Non-profit,DE,DE,D300226,127.58,13,5,1,0,
T407392,A200049,C100301,2025-01-11 14:58:15,Card,5411-Grocery,Services,US,CN,D300521,1.0,14,5,1,0,
T410515,A200532,C100356,2025-01-11 15:08:51,Interac,5999-MiscRetail,Wholesale,US,US,D300060,3000.17,15,5,1,0,
T402091,A200432,C100106,2025-01-11 15:10:20,Card,4111-Transport,SaaS,CN,CN,D300443,1.0,15,5,1,0,
T407239,A200045,C100241,2025-01-11 16:52:55,Card,5814-FastFood,Contractor,DE,DE,D300017,1820.61,16,5,1,0,
T409727,A200565,C100281,2025-01-11 17:41:41,ACH,5812-Restaurants,SaaS,CN,CN,D300775,580.43,17,5,1,0,
T400852,A200205,C100307,2025-01-11 17:45:10,ACH,7399-BusinessServices,E-commerce,CN,CN,D300359,249.67,17,5,1,0,
T402060,A200303,C100301,2025-01-11 17:54:33,Wire,5732-Electronics,Services,US,US,D300014,1091.21,17,5,1,0,
T410922,A200665,C100423,2025-01-11 18:16:57,ACH,5411-Grocery,Services,DE,DE,D300151,426.77,18,5,1,0,
T411756,A200436,C100039,2025-01-11 18:19:56,Card,5814-FastFood,Wholesale,US,US,D300795,4776.82,18,5,1,0,
T408144,A200334,C100314,2025-01-11 18:49:20,Interac,5995-Pets,Contractor,PK,PK,D300132,1176.38,18,5,1,0,
T410788,A200372,C100497,2025-01-11 20:22:17,EFT,5999-MiscRetail,Restaurant,ES,ES,D300347,5.7,20,5,1,0,
T401051,A200250,C100050,2025-01-11 20:27:21,Card,5732-Electronics,E-commerce,GB,GB,D300437,88.32,20,5,1,0,
T400305,A200634,C100469,2025-01-11 20:35:56,EFT,5995-Pets,SaaS,MX,MX,D300720,87.48,20,5,1,0,
T404935,A200599,C100161,2025-01-11 20:50:51,Interac,5995-Pets,E-commerce,DE,DE,D300188,228.96,20,5,1,0,
T403176,A200666,C100139,2025-01-11 22:48:52,Card,5999-MiscRetail,Non-profit,CN,CN,D300492,24.64,22,5,1,0,
T400654,A200597,C100179,2025-01-11 23:56:24,Interac,4899-Utilities,Services,CA,CA,D300202,66.06,23,5,1,0,
T402785,A200494,C100163,2025-01-12 00:31:46,Card,5812-Restaurants,Services,PH,PH,D300404,432.26,0,6,1,0,
T404719,A200139,C100014,2025-01-12 00:33:36,ACH,5995-Pets,Retail,PH,PH,D300235,72.96,0,6,1,0,
T404635,A200372,C100497,2025-01-12 01:05:45,Wire,4899-Utilities,Restaurant,ES,ES,D300106,317.75,1,6,1,0,
T410660,A200153,C100252,2025-01-12 02:36:00,Card,5995-Pets,Services,FR,FR,D300791,148.05,2,6,1,0,
T408404,A200153,C100252,2025-01-12 03:12:25,Interac,4899-Utilities,Services,FR,FR,D300767,414.44,3,6,1,0,
T403134,A200380,C100395,2025-01-12 04:05:01,Card,4814-Telecom,SaaS,FR,CN,D300484,85.55,4,6,1,0,
T408516,A200190,C100240,2025-01-12 05:15:35,Wire,4814-Telecom,Non-profit,PK,PK,D300386,647.51,5,6,1,0,
T405808,A200053,C100069,2025-01-12 05:30:51,Card,5995-Pets,Restaurant,PK,PK,D300796,48.36,5,6,1,0,
T410697,A200203,C100302,2025-01-12 05:45:53,EFT,4111-Transport,Wholesale,MX,MX,D300120,3142.03,5,6,1,0,
T411186,A200673,C100317,2025-01-12 05:46:51,EFT,5999-MiscRetail,Contractor,ES,ES,D300693,400.01,5,6,1,0,
T402893,A200415,C100062,2025-01-12 06:01:13,Wire,4111-Transport,Retail,FR,FR,D300398,616.49,6,6,1,0,
T407639,A200219,C100394,2025-01-12 06:34:19,EFT,5732-Electronics,Retail,ES,ES,D300728,50.82,6,6,1,0,
T405922,A200483,C100425,2025-01-12 06:53:50,EFT,5995-Pets,E-commerce,NG,NG,D300348,1.0,6,6,1,0,
T409919,A200036,C100349,2025-01-12 07:33:49,Interac,5995-Pets,Wholesale,CA,CA,D300044,1633.82,7,6,1,0,
T411287,A200352,C100176,2025-01-12 07:36:07,Card,5812-Restaurants,SaaS,DE,DE,D300076,329.81,7,6,1,0,
T400041,A200534,C100361,2025-01-12 07:54:42,Wire,5995-Pets,SaaS,US,US,D300088,765.16,7,6,1,0,
T403807,A200008,C100496,2025-01-12 08:17:59,ACH,5411-Grocery,Services,IN,NG,D300209,393.43,8,6,1,0,
T403334,A200648,C100374,2025-01-12 10:00:51,ACH,5814-FastFood,SaaS,IN,IN,D300454,294.83,10,6,1,0,
T403540,A200522,C100257,2025-01-12 10:43:37,EFT,5814-FastFood,Services,MX,MX,D300521,298.16,10,6,1,0,
T411252,A200103,C100014,2025-01-12 11:06:32,EFT,4111-Transport,Retail,PH,PH,D300235,75.57,11,6,1,0,
T409563,A200023,C100069,2025-01-12 11:48:02,Card,5732-Electronics,Restaurant,PK,PK,D300796,37.99,11,6,1,0,
T403840,A200287,C100098,2025-01-12 11:56:52,EFT,4899-Utilities,SaaS,GB,GB,D300598,177.7,11,6,1,0,
T409596,A200180,C100346,2025-01-12 12:44:59,EFT,4899-Utilities,Services,NG,CA,D300514,309.84,12,6,1,0,
T400171,A200343,C100007,2025-01-12 12:46:12,ACH,5999-MiscRetail,E-commerce,ES,ES,D300564,211.12,12,6,1,0,
T401903,A200036,C100349,2025-01-12 14:49:14,EFT,5999-MiscRetail,Wholesale,CA,CA,D300044,417.76,14,6,1,0,
T400040,A200431,C100011,2025-01-12 14:50:37,Interac,5814-FastFood,E-commerce,ES,ES,D300288,97.85,14,6,1,0,
T405848,A200092,C100390,2025-01-12 14:52:53,EFT,4814-Telecom,Services,NG,NG,D300640,269.78,14,6,1,0,
T402205,A200322,C100036,2025-01-12 15:44:51,EFT,7399-BusinessServices,Wholesale,MX,MX,D300286,1.0,15,6,1,0,
T401525,A200576,C100422,2025-01-12 16:20:55,EFT,5812-Restaurants,E-commerce,NG,NG,D300284,66.5,16,6,1,0,
T404838,A200496,C100085,2025-01-12 16:32:31,ACH,5812-Restaurants,Wholesale,DE,DE,D300217,3394.54,16,6,1,0,
T410264,A200486,C100211,2025-01-12 16:47:13,Card,4111-Transport,SaaS,CA,CA,D300687,391.38,16,6,1,0,
T406890,A200116,C100161,2025-01-12 16:59:36,Card,4814-Telecom,E-commerce,DE,DE,D300679,21.31,16,6,1,0,
T410262,A200390,C100354,2025-01-12 17:18:36,Wire,4899-Utilities,Contractor,GB,FR,D300673,1547.94,17,6,1,0,
T407164,A200152,C100330,2025-01-12 17:22:14,Interac,4899-Utilities,SaaS,IN,IN,D300242,221.98,17,6,1,0,
T401341,A200459,C100029,2025-01-12 18:24:13,Interac,7399-BusinessServices,Retail,PH,PH,D300433,1.0,18,6,1,0,
T400279,A200155,C100389,2025-01-12 18:37:14,ACH,5995-Pets,Wholesale,CN,CN,D300294,1493.36,18,6,1,0,
T411976,A200259,C100418,2025-01-12 18:37:48,ACH,5732-Electronics,Contractor,CA,CA,D300140,851.46,18,6,1,0,
T402187,A200026,C100335,2025-01-12 19:48:27,Interac,5812-Restaurants,E-commerce,GB,GB,D300098,161.45,19,6,1,0,
T404115,A200338,C100358,2025-01-12 20:00:32,EFT,5411-Grocery,Non-profit,DE,DE,D300207,307.93,20,6,1,0,
T402763,A200435,C100054,2025-01-12 20:18:46,ACH,5999-MiscRetail,Services,DE,DE,D300738,211.29,20,6,1,0,
T400324,A200291,C100203,2025-01-12 21:03:26,ACH,5999-MiscRetail,Non-profit,PK,PK,D300602,468.84,21,6,1,0,
T410269,A200424,C100222,2025-01-12 21:04:07,EFT,4899-Utilities,Wholesale,MX,MX,D300262,784.15,21,6,1,0,
T410437,A200047,C100144,2025-01-12 21:15:34,Wire,5814-FastFood,Services,PH,PH,D300007,1138.18,21,6,1,0,
T403221,A200475,C100360,2025-01-12 21:22:59,ACH,4111-Transport,Non-profit,US,US,D300757,300.04,21,6,1,0,
T407921,A200011,C100090,2025-01-12 22:04:07,Interac,5999-MiscRetail,Wholesale,FR,FR,D300450,1913.94,22,6,1,0,
T408486,A200050,C100421,2025-01-12 23:23:47,Interac,4814-Telecom,E-commerce,CN,CN,D300771,62.09,23,6,1,0,
T403693,A200345,C100293,2025-01-12 23:34:45,Card,4899-Utilities,Wholesale,ES,ES,D300123,456.62,23,6,1,0,
T408942,A200184,C100441,2025-01-12 23:54:22,Card,4111-Transport,Services,NG,NG,D300450,469.44,23,6,1,0,
T410078,A200180,C100346,2025-01-12 23:57:52,EFT,5812-Restaurants,Services,NG,NG,D300514,73.84,23,6,1,0,
T405155,A200675,C100440,2025-01-13 00:38:00,Card,4899-Utilities,Restaurant,GB,GB,D300369,50.55,0,0,0,0,
T408802,A200054,C100394,2025-01-13 00:46:27,Card,5942-Books,Retail,ES,ES,D300684,2.91,0,0,0,0,
T405740,A200226,C100422,2025-01-13 00:56:16,Wire,5814-FastFood,E-commerce,NG,NG,D300243,985.62,0,0,0,0,
T408270,A200493,C100362,2025-01-13 02:01:01,Card,5411-Grocery,Contractor,ES,ES,D300307,1502.92,2,0,0,0,
T407182,A200506,C100417,2025-01-13 02:52:42,EFT,5999-MiscRetail,Services,FR,FR,D300512,858.72,2,0,0,0,
T402197,A200276,C100424,2025-01-13 03:44:19,Card,5999-MiscRetail,Contractor,MX,MX,D300523,2256.92,3,0,0,0,
T409656,A200668,C100262,2025-01-13 03:46:59,Card,4111-Transport,Restaurant,CN,CN,D300345,1.0,3,0,0,0,
T401531,A200663,C100269,2025-01-13 04:18:25,EFT,5814-FastFood,Services,PK,PK,D300612,647.3,4,0,0,0,
T402274,A200596,C100358,2025-01-13 05:22:35,Card,5995-Pets,Non-profit,DE,DE,D300207,242.02,5,0,0,0,
T402739,A200383,C100381,2025-01-13 05:40:58,EFT,7399-BusinessServices,Retail,IN,IN,D300236,1.0,5,0,0,0,
T406226,A200205,C100307,2025-01-13 06:12:05,Card,5812-Restaurants,E-commerce,CN,CN,D300791,1.0,6,0,0,0,
T411864,A200313,C100112,2025-01-13 06:38:48,Interac,5942-Books,E-commerce,CA,CA,D300101,96.16,6,0,0,0,
T409810,A200687,C100485,2025-01-13 08:07:54,RTP,5411-Grocery,Non-profit,IN,IN,D300097,1221.93,8,0,0,0,
T402117,A200176,C100481,2025-01-13 08:39:09,Card,4111-Transport,Retail,CA,CA,D300355,46.12,8,0,0,0,
T403232,A200579,C100132,2025-01-13 08:41:49,EFT,5812-Restaurants,Non-profit,IN,IN,D300456,306.19,8,0,0,0,
T404531,A200285,C100497,2025-01-13 09:18:37,ACH,4111-Transport,Restaurant,ES,ES,D300106,13.09,9,0,0,0,
T403858,A200569,C100416,2025-01-13 10:27:33,EFT,5999-MiscRetail,Contractor,ES,ES,D300027,587.19,10,0,0,0,
T408651,A200336,C100012,2025-01-13 11:25:49,ACH,5814-FastFood,Non-profit,NG,NG,D300179,444.2,11,0,0,0,
T405821,A200577,C100459,2025-01-13 13:28:08,EFT,4111-Transport,Non-profit,ES,ES,D300130,285.15,13,0,0,0,
T403235,A200119,C100352,2025-01-13 13:31:25,EFT,5999-MiscRetail,Contractor,US,US,D300777,1085.85,13,0,0,0,
T407356,A200520,C100376,2025-01-13 14:23:04,ACH,5942-Books,Wholesale,GB,GB,D300602,125.89,14,0,0,0,
T407019,A200574,C100159,2025-01-13 14:26:09,Interac,5411-Grocery,E-commerce,CN,CN,D300508,133.85,14,0,0,0,
T411071,A200457,C100009,2025-01-13 14:30:46,Card,5999-MiscRetail,Restaurant,CA,CA,D300069,68.64,14,0,0,0,
T404736,A200588,C100029,2025-01-13 14:49:20,Card,4899-Utilities,Retail,PH,PH,D300020,110.38,14,0,0,0,
T411224,A200125,C100384,2025-01-13 15:16:12,Interac,4899-Utilities,Restaurant,MX,MX,D300507,44.06,15,0,0,0,
T408965,A200653,C100350,2025-01-13 15:19:19,ACH,5732-Electronics,Wholesale,PK,PK,D300446,3214.0,15,0,0,0,
T400361,A200278,C100291,2025-01-13 16:03:10,Card,5812-Restaurants,SaaS,GB,GB,D300717,1.0,16,0,0,0,
T410665,A200160,C100265,2025-01-13 16:04:20,Card,5732-Electronics,E-commerce,CN,CN,D300227,121.05,16,0,0,0,
T408882,A200426,C100411,2025-01-13 17:03:46,Interac,5942-Books,Wholesale,GB,GB,D300320,1944.01,17,0,0,0,
T401988,A200109,C100183,2025-01-13 17:21:15,Interac,4814-Telecom,Non-profit,PH,PH,D300782,1.0,17,0,0,0,
T405685,A200687,C100485,2025-01-13 18:36:25,Interac,5814-FastFood,Non-profit,IN,IN,D300382,82.37,18,0,0,0,
T404105,A200163,C100160,2025-01-13 19:55:46,Card,4899-Utilities,Contractor,MX,MX,D300451,769.99,19,0,0,0,
T404258,A200636,C100447,2025-01-13 20:28:11,Card,4814-Telecom,Restaurant,CN,CN,D300621,16.82,20,0,0,0,
T408499,A200109,C100183,2025-01-13 20:52:05,ACH,4111-Transport,Non-profit,PH,PH,D300272,157.67,20,0,0,0,
T410920,A200499,C100435,2025-01-13 21:20:52,ACH,5942-Books,Non-profit,MX,MX,D300192,203.24,21,0,0,0,
T405477,A200528,C100215,2025-01-13 21:31:08,Wire,5999-MiscRetail,Services,ES,ES,D300147,357.1,21,0,0,0,
T411438,A200604,C100020,2025-01-13 22:06:36,Wire,5732-Electronics,Non-profit,ES,ES,D300539,692.35,22,0,0,0,
T404595,A200650,C100383,2025-01-13 22:17:07,ACH,4111-Transport,E-commerce,DE,DE,D300374,130.79,22,0,0,0,
T400034,A200235,C100209,2025-01-14 00:41:22,ACH,5812-Restaurants,Wholesale,NG,NG,D300431,2492.64,0,1,0,0,
T400209,A200672,C100222,2025-01-14 01:07:42,ACH,4814-Telecom,Wholesale,MX,MX,D300262,2928.65,1,1,0,0,
T405648,A200453,C100152,2025-01-14 01:25:05,ACH,4111-Transport,Retail,PH,PH,D300380,29.12,1,1,0,0,
T400644,A200402,C100080,2025-01-14 01:37:49,ACH,5814-FastFood,Services,DE,DE,D300615,145.33,1,1,0,0,
T407240,A200606,C100441,2025-01-14 03:26:16,EFT,4899-Utilities,Services,NG,NG,D300450,417.35,3,1,0,0,
T407990,A200299,C100136,2025-01-14 03:39:53,EFT,7399-BusinessServices,SaaS,GB,GB,D300616,404.58,3,1,0,0,
T411591,A200668,C100262,2025-01-14 03:58:42,Wire,5814-FastFood,Restaurant,CN,CN,D300345,665.27,3,1,0,0,
T407192,A200264,C100482,2025-01-14 04:24:06,Card,5814-FastFood,Non-profit,PK,PK,D300109,138.23,4,1,0,0,
T407242,A200019,C100333,2025-01-14 04:58:37,EFT,5814-FastFood,E-commerce,FR,FR,D300027,69.06,4,1,0,0,
T404407,A200691,C100239,2025-01-14 05:50:47,ACH,5411-Grocery,Restaurant,GB,GB,D300156,73.72,5,1,0,0,
T400252,A200355,C100341,2025-01-14 06:08:01,Wire,7399-BusinessServices,E-commerce,CN,CN,D300062,739.9,6,1,0,0,
T404821,A200004,C100423,2025-01-14 06:55:34,Card,4814-Telecom,Services,DE,DE,D300137,64.7,6,1,0,0,
T404668,A200393,C100254,2025-01-14 07:48:13,ACH,5814-FastFood,Restaurant,IN,IN,D300163,77.83,7,1,0,0,
T406781,A200034,C100391,2025-01-14 07:53:27,Card,4899-Utilities,Restaurant,MX,MX,D300071,69.29,7,1,0,0,
T401333,A200038,C100269,2025-01-14 09:15:00,Card,4899-Utilities,Services,PK,PK,D300799,437.0,9,1,0,0,
T406778,A200291,C100203,2025-01-14 09:28:48,Interac,5732-Electronics,Non-profit,PK,PK,D300602,189.73,9,1,0,0,
T404925,A200369,C100239,2025-01-14 10:06:40,Card,4111-Transport,Restaurant,GB,PH,D300735,41.16,10,1,0,0,
T401767,A200365,C100403,2025-01-14 10:11:13,EFT,5732-Electronics,Wholesale,US,US,D300464,312.52,10,1,0,0,
T403108,A200302,C100292,2025-01-14 10:24:17,Card,5812-Restaurants,E-commerce,NG,NG,D300182,44.56,10,1,0,0,
T408667,A200353,C100267,2025-01-14 12:44:12,ACH,5411-Grocery,E-commerce,US,US,D300446,148.56,12,1,0,0,
T404480,A200415,C100062,2025-01-14 12:44:14,Card,5942-Books,Retail,FR,FR,D300398,141.91,12,1,0,0,
T405775,A200046,C100476,2025-01-14 12:51:56,Interac,4111-Transport,Retail,PH,PH,D300021,43.89,12,1,0,0,
T405742,A200442,C100087,2025-01-14 13:47:56,ACH,5411-Grocery,Wholesale,US,US,D300170,1893.95,13,1,0,0,
T403750,A200674,C100322,2025-01-14 14:04:51,ACH,5942-Books,Services,FR,FR,D300624,705.77,14,1,0,0,
T404264,A200391,C100036,2025-01-14 14:14:27,Card,5942-Books,Wholesale,MX,MX,D300286,2343.39,14,1,0,0,
T404600,A200054,C100394,2025-01-14 17:10:59,EFT,5995-Pets,Retail,ES,ES,D300203,31.16,17,1,0,0,
T405179,A200244,C100086,2025-01-14 17:36:18,Wire,7399-BusinessServices,SaaS,CN,CN,D300096,957.71,17,1,0,0,
T402006,A200133,C100389,2025-01-14 17:38:06,Interac,5942-Books,Wholesale,CN,CN,D300294,36.08,17,1,0,0,
T404020,A200190,C100240,2025-01-14 19:39:19,Card,5732-Electronics,Non-profit,PK,PK,D300736,100.6,19,1,0,0,
T405425,A200054,C100394,2025-01-14 19:54:28,ACH,4899-Utilities,Retail,ES,ES,D300203,48.39,19,1,0,0,
T406830,A200266,C100363,2025-01-14 19:59:22,Card,5411-Grocery,Retail,PK,CA,D300378,20.7,19,1,0,0,
T400179,A200506,C100417,2025-01-14 20:34:35,ACH,4814-Telecom,Services,FR,FR,D300213,91.56,20,1,0,0,
T402726,A200310,C100200,2025-01-14 20:52:58,Card,5942-Books,Contractor,PH,PH,D300462,2057.48,20,1,0,0,
T409733,A200054,C100394,2025-01-14 22:05:20,Card,5812-Restaurants,Retail,ES,ES,D300203,93.26,22,1,0,0,
T409245,A200125,C100384,2025-01-14 22:29:52,Card,5732-Electronics,Restaurant,MX,MX,D300757,52.79,22,1,0,0,
T403565,A200377,C100232,2025-01-14 22:30:25,EFT,5812-Restaurants,Non-profit,PH,MX,D300138,188.36,22,1,0,0,
T411074,A200408,C100473,2025-01-14 22:55:29,ACH,7399-BusinessServices,E-commerce,FR,FR,D300663,136.72,22,1,0,0,
T401489,A200077,C100291,2025-01-14 23:42:45,Wire,4814-Telecom,SaaS,GB,GB,D300677,765.79,23,1,0,0,
